#,BUSINESS NAME,CATEGORY,COUNTRY,CITY,ADDRESS,WEBSITE,EMAIL,PHONE,STATUS,OUTREACH,NOTES
,Charles Caughman | Caughman Realty,Real estate agency,US,Lexington,"120 Ellis Ave suite c, Lexington, SC 29072",https://caughmanrealty.com/,charles@teamcaughman.com,"(803) 687-4666
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Logan Burke Realtor,Real estate agent,US,Bethany Beach,"39682 Sunrise Ct, Bethany Beach, DE 19930",http://logan-burke.kw.com/,N/A,"(443) 797-9217
",,🆕 New Lead,
,"Barker Realty, Inc",Real estate agency,US,Raleigh,"1401 Sunday Dr # 113, Raleigh, NC 27607",https://barker-inc.com/,N/A,"(919) 859-0044
",,🆕 New Lead,
,Melloan Real Estate,Real estate agency,US,Elizabethtown,"400 N Mulberry St, Elizabethtown, KY 42701",https://melloan.com/,N/A,"(270) 769-4663
",,🆕 New Lead,
,Yuliya Hristov - Outer Banks REALTOR®,Real estate agent,US,Kitty Hawk,"4900 N Croatan Hwy, Kitty Hawk, NC 27949",http://hristovobxrealtor.com/,yuliyahristov@gmail.com,"(252) 305-9619
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Fore Properties,Real estate agency,US,Southern Pines,"1140 Old US Hwy 1, Southern Pines, NC 28387",https://www.foreproperties.com/,N/A,"(910) 692-4211
",,🆕 New Lead,
,Better Homes and Gardens Real Estate Go Realty,Real estate agency,US,Holly Springs,"300 Village Walk Dr, Holly Springs, NC 27540",https://www.bhgre.com/better-homes-and-gardens-real-estate-go-realty-7509c?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=2400138,N/A,"(919) 552-8122
",,🆕 New Lead,
,8th Day Realty Group LLC,Real estate agency,US,Garner,"1418 Aversboro Rd # 205, Garner, NC 27529",http://www.8dayrealty.com/,N/A,"(919) 822-9800
",,🆕 New Lead,
,Envite Realty,Real estate agency,US,Raleigh,"9121 Anson Way Suite 200, Raleigh, NC 27615",https://enviterealty.com/contact-us/,N/A,"(919) 622-5051
",,🆕 New Lead,
,Flat Fee Real Estate Birmingham,Real estate agency,US,Vestavia Hills,"2828 Old 280 Ct Suite 136, Vestavia Hills, AL 35243",http://www.flatfeerealestatebirmingham.com/?utm_source=gmb&utm_medium=organic,amy@flatfeebirmingham.com,"(205) 222-7109
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Adriana Reyes Realty,Real estate agency,US,High Point,"2125 Eastchester Dr Suite 105A, High Point, NC 27265",https://adrianareyesrealty.com/,N/A,"(336) 410-4474
",,🆕 New Lead,
,Derya Martin,Real estate consultant,US,Augusta,"104 Warren Rd, Augusta, GA 30907",http://www.augustagahome.com/,support@moxiworks.com,"(706) 664-7774
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Rose Holuba - BOULEVARD,Real estate agent,US,Charleston,"89 1/2 Wentworth St, Charleston, SC 29401",https://roseholubarealestate.com/,rose@roseholubarealestate.com,"(843) 919-0636
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,757Move,Real estate agency,US,Virginia Beach,"4416 Expressway Dr, Virginia Beach, VA 23452",http://www.757move.com/,kristin.dickens@atlanticsir.com,"(757) 288-2805
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,MGN Fine Homes,Real estate agency,US,Atlanta,"1820 The Exchange SE Suite 550, Atlanta, GA 30339",https://mgnfinehomes.com/,live@mgnfinehomes.com,"(678) 809-9319
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Rhyne Haus Properties,Real estate agency,US,Charleston,"170 Meeting St Suite 304, Charleston, SC 29401",https://sethrhyne.com/,N/A,"(843) 708-5975
",,🆕 New Lead,
,"The Douglas Realty Group - Darlene and Doug Harrings, Realtors",Real estate agent,US,Cary,"107 W Chatham St, Cary, NC 27511",http://www.tallestteam.com/,darlene@tallestteam.com,"(919) 633-0427
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Tim Baird Group,Real estate agent,US,Cumming,"Castleberry Rd, Cumming, GA 30040",http://www.timbairdgroup.com/,impallari@gmail.com,"(203) 586-9364
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Greeneville Real Estate & Auction Team,Real estate agency,US,Greeneville,"210 W Summer St, Greeneville, TN 37743",http://www.greenevilleteam.com/?utm_source=GMB&utm_id=Website,N/A,"(423) 525-5341
",,🆕 New Lead,
,Jar House LLC,Real estate agency,US,Atlanta,"3520 Piedmont Rd NE #415, Atlanta, GA 30305",http://jarhouse.com/,N/A,"(470) 639-8910
",,🆕 New Lead,
,Brianna D’Alessandri | Lexington Realtor,Real estate agent,US,Georgetown,"115 N Broadway, Georgetown, KY 40324",https://www.indigoandco.realty/brianna-dalessandri,kristine@indigoandco.realty,"(859) 609-0800
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Coldwell Banker Stuart & Watts Real Estate,Real estate agency,US,Lewisburg,"174 Northridge Dr, Lewisburg, WV 24901",https://www.stuartandwattsrealestate.com/,cbswhomes@gmail.com,"(304) 645-1242
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Erin Hurst-Realtor,Real estate agent,US,Lexington,"854 E High St, Lexington, KY 40502",http://erinsellsky.com/,erin.hurst1@gmail.com,"(859) 519-5393
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Abigail Hale - REALTOR,Real estate agent,US,Nashville,"4025 Hillsboro Pike #601, Nashville, TN 37215",http://www.abigailhale.com/,N/A,"(615) 653-2883
",,🆕 New Lead,
,New Coast Collective powered by KW Lowcountry,Real estate agent,US,Ridgeland,"3273 Argent Blvd Suite 101, Ridgeland, SC 29936",https://newcoastcollective.com/?utm_source=gbp&utm_medium=organic,N/A,"(843) 929-6834
",,🆕 New Lead,
,Home Forward,Real estate agent,US,Lexington,"356 Longview Plaza #140, Lexington, KY 40503",https://www.home-forward.com/,info@home-forward.com,"(859) 216-2052
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,UKMVP,Apartment rental agency,US,Lexington,"127 Gazette Ave, Lexington, KY 40508",http://www.bluegrassrentalproperties.com/uk-campus-apartments/medical-view-properties/,N/A,"(859) 252-5858
",,🆕 New Lead,
,Steve Rice - Rice Collaborative - COMPASS RE,Real estate agent,US,Franklin,"138 3rd Ave N, Franklin, TN 37064",http://www.compass.com/agents/steve-rice,N/A,"(615) 948-6007
",,🆕 New Lead,
,The Dwight Price Group,Real estate agency,US,Maryville,"527 W Lamar Alexander Pkwy, Maryville, TN 37801",https://www.dwightprice.com/,dwight@dwightprice.com,"(865) 888-7653
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Elbie du Toit - Keller Williams North Atlanta,Real estate agent,US,Alpharetta,"925 North Point Pkwy #200, Alpharetta, GA 30005",https://elbiedutoit.kw.com/,N/A,"(404) 825-6157
",,🆕 New Lead,
,Paige Bird | RE/MAX Southern Shores,Real estate agent,US,Myrtle Beach,"186 Fresh Dr, Myrtle Beach, SC 29579",https://www.paigebird.com/,N/A,"(843) 450-4773
",,🆕 New Lead,
,Marcus Hammond Realtor,Real estate agent,US,Lexington,"1999 Richmond Rd STE 400, Lexington, KY 40502",https://www.sothebysrealty.com/bluegrasssir/eng/associate/792-a-1345-4039545/marcus-hammond,N/A,"(859) 321-9955
",,🆕 New Lead,
,Elmore Real Estate,Real estate agency,US,Glasgow,"605 N Race St, Glasgow, KY 42141",,N/A,"(270) 651-5202
",,🆕 New Lead,
,PURE Property Management of Kentucky,Property management company,US,Lexington,"250 E Short St #320, Lexington, KY 40507",https://ky.purepm.co/,lexington@purepm.co,"(859) 309-9648
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Kymberly McCreary (Clem), Valor Homes Team brokered by eXp Realty",Real estate agency,US,Lexington,"1792 Alysheba Way # 160, Lexington, KY 40509",https://www.valorhomesky.com/,kymberly@vhthomes.com,"(859) 248-1142
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Maggie Wells, Realtor | Live in Kentucky Homes",Real estate agent,US,Lexington,"366 Waller Ave #107, Lexington, KY 40504",https://liveinkentuckyhomes.com/?utm_source=gbp,maggie@liveinkentuckyhomes.com,"(859) 402-4766
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Sell 4 Free Real Estate Welsh Realty Corp,Real estate agency,US,Jasper,"216 W 6th St, Jasper, IN 47546",https://sell-4free.net/,N/A,"(812) 634-6969
",,🆕 New Lead,
,Susie Rodes - REALTOR Berkshire Hathaway de Movellan Properties,Real estate agent,US,Lexington,"171 Prosperous Pl, Lexington, KY 40509",http://www.homesinlex.com/,N/A,"(859) 619-8730
",,🆕 New Lead,
,The Gomes Agency,Real estate agency,US,Nashville,"1131 4th Ave S Unit 230, Nashville, TN 37210",https://www.gomesagency.com/,N/A,"(615) 968-9539
",,🆕 New Lead,
,Premier Sotheby's International Realty,Real estate agency,US,Asheville,"10 Brook St Suite 130, Asheville, NC 28803",https://www.premiersothebysrealty.com/real-estate-office/128/asheville,tyler.kardos@premiersir.com,"(828) 277-3238
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Oceanwide Properties - UK Office,Real estate agency,GB,London,"87 Bayham St, London NW1 0AG, United Kingdom",http://www.oceanwideproperties.co.uk/,N/A,"44 20 7424 7892
",,🆕 New Lead,
,UK Real Estate,Real estate agency,GB,London,"20-22 Wenlock Rd, London N1 7GU, United Kingdom",,N/A,"44 7305 168601
",,🆕 New Lead,
,Whitney Pannell Real Estate Agent,Real estate agent,US,Lexington,"251 Larue #206, Lexington, KY 40503",https://www.livelovelex.com/,N/A,"(859) 800-6823
",,🆕 New Lead,
,UK Homes,Real estate agency,GB,London,"276-278 Old Brompton Rd, London SW5 9HR, United Kingdom",http://www.ukhomesent.com/,N/A,"44 20 7602 2060
",,🆕 New Lead,
,Iron Oak Properties,Real estate agency,US,Conway,"1805 Mcdermott St, Conway, SC 29526",http://www.movetoconway.com/,N/A,"(843) 488-0589
",,🆕 New Lead,
,Real Estates,Real estate agent,GB,London,"14-14A, Walmington Fold, London N12 7HX, United Kingdom",http://www.realestates-wsp.co.uk/,N/A,"44 20 8445 6387
",,🆕 New Lead,
,Estate Agent Near Me,Advertising agency,GB,London,"98 Hendon Ln, London N3 3SL, United Kingdom",https://www.estateagentnearme.com/,N/A,"44 20 8950 4598
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Temporary Living Company,Apartment rental agency,US,Raleigh,"8831 Westgate Park Dr, Raleigh, NC 27617",http://www.temporarylivingcompany.com/,N/A,"(919) 881-2364
",,🆕 New Lead,
,Real Estate Agents London,Real estate agent,GB,London,"75A Barking Rd, London E16 4HB, United Kingdom",https://realestateagentslondon.co.uk/,info@realestateagentslondon.co.uk,"44 20 7055 0441
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Dolce Vita | Luxury Real Estate London,Real estate agency,GB,London,"Berkeley Square House, Berkeley Square, London W1J 6BD, United Kingdom",https://dolcevita.vip/,contact@dolcevita.vip,"44 20 8870 5665
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Team Harris Real Estate,Real estate agency,US,Fayetteville,"1400 Hope Mills Rd, Fayetteville, NC 28304",https://www.teamharris.com/,N/A,"(910) 433-2724
",,🆕 New Lead,
,"Louise Beck Properties, Inc.",Property management company,US,Chapel Hill,"319 Providence Rd, Chapel Hill, NC 27514",https://www.louisebeckproperties.com/,info@louisebeckproperties.com,"(919) 401-9300
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Brian Pate, Realtor",Real estate agent,US,Youngsville,"104 Blue Finch Ct, Youngsville, NC 27596",https://www.paterealty.com/,brian@paterealty.com,"(919) 669-4575
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Berkshire Hathaway HomeServices Georgia Properties - Luxury Division,Real estate agency,US,Atlanta,"3744 Roswell Rd NE, Atlanta, GA 30342",https://www.bhhsgeorgia.com/luxury-division-office?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,N/A,"(404) 671-4195
",,🆕 New Lead,
,The Prud'homme Team at William Raveis,Real estate agency,US,Hilton Head Island,"3 Executive Park Rd, Hilton Head Island, SC 29928",http://www.theprudhommeteam.com/,N/A,"(843) 341-5660
",,🆕 New Lead,
,Residential Realtors Estate Agents,Real estate agency,GB,London,"28-30 Harper Rd, London SE1 6AD, United Kingdom",http://www.residentialrealtors.co.uk/,N/A,"44 20 7096 8131
",,🆕 New Lead,
,White Stag Realty Low Commission Real Estate Agent in Charlotte | North Carolina Reduced Fee Brokers | Discount Realtor,Real estate agency,US,Charlotte,"1026 Jay St Suite B165, Charlotte, NC 28208",http://www.whitestagrealtync.com/,joshdilmaghani@whitestagrealty.com,"(980) 777-4440
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Suzanne Elliott,Real estate agent,US,Lexington,"620 Perimeter Dr, Lexington, KY 40517",http://www.suzanneelliott.com/,N/A,"(859) 806-6234
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Forest Real Estate,Commercial real estate agency,GB,London,"55 St John St, London EC1M 4AN, United Kingdom",http://www.forestrealestate.co.uk/,N/A,"44 20 3355 1555
",,🆕 New Lead,
,Uk Realty Management T/A Nestly Estate Agent,Real estate agency,GB,Harrow,"213 Kenton Rd, Harrow HA3 0HD, United Kingdom",https://www.ukrealtymgmt.co.uk/,N/A,"44 20 8907 1111
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Maison Realty Group,Real estate agency,US,Southern Pines,"120 N Ashe St, Southern Pines, NC 28387",http://www.maisonteam.com/,N/A,"(910) 684-8674
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Premier Real Estate Of The Sandhills,Real estate agency,US,Southern Pines,"1010 Old US Hwy 1, Southern Pines, NC 28387",http://www.sellsouthernpines.com/,N/A,"(910) 704-5076
",,🆕 New Lead,
,PPA Properties,Real estate agency,US,Durham,"3717 University Dr suite c, Durham, NC 27707",https://www.ppapropertiesnc.com/,info@ppapropertiesnc.com,"(919) 477-4499
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Oak City Properties Realty & Management, LLC",Real estate agency,US,Raleigh,"4818 Six Forks Rd STE 104, Raleigh, NC 27609",https://www.oakcityproperties.com/,contact@oakcityproperties.com,"(919) 232-9222
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,MasterKey Property Management,Property management company,US,Cary,"150 Cornerstone Dr #202, Cary, NC 27519",http://www.masterkeypm.com/,info@MasterKeyPM.com,"(919) 655-3950
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Lisa Southern Real Estate,Real estate agency,US,Raleigh,"15 E Martin St, Raleigh, NC 27601",http://www.lisasouthern.com/,N/A,"(919) 800-0880
",,🆕 New Lead,
,Associated Realty of Scotland,Real estate agency,US,Laurinburg,"717 S Main St, Laurinburg, NC 28352",https://www.associatedrealtyscotlandcounty.com/,N/A,"(910) 276-1200
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Berkshire Hathaway Homeservices York Simpson Underwood,Real estate agency,US,Raleigh,"3700 Computer Dr Suite 100, Raleigh, NC 27609",https://raleigh.bhhscarolinas.com/,N/A,"(919) 782-6641
",,🆕 New Lead,
,"Long & Foster Durham, NC - Realty",Real estate agency,US,Durham,"600 Park Offices Dr Suite 120, Durham, NC 27709",https://www.longandfoster.com/bio/durham-nc-realty,N/A,"(919) 493-4434
",,🆕 New Lead,
,Inn at Aspen,Resort hotel,US,Aspen,"38750 CO-82, Aspen, CO 81611",https://www.innataspen.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,info@innataspen.com,"(970) 925-1500
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Green-Acres,Real estate agency,FR,Paris,"100 Bd du Montparnasse, 75014 Paris, France",https://www.green-acres.fr/,N/A,"33 1 83 64 83 30
",,🆕 New Lead,
,Real Estate Paris,Real estate agency,FR,Paris,"26 Rue Cadet, 75009 Paris, France",,N/A,"33 1 48 00 80 40
",,🆕 New Lead,
,Agent France SAS,Real estate agency,FR,Paris,"23/25 Rue Jean-Jacques Rousseau, 75001 Paris, France",https://www.agentmandataire.fr/,contact@agentmandataire.fr,"33 800 94 82 26
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Aspen Glenwood MLS,Industrial real estate agency,US,Carbondale,"345 Colorado Ave UNIT 107, Carbondale, CO 81623",https://www.aspenglenwoodmls.com/,N/A,"(970) 963-3173
",,🆕 New Lead,
,56Paris Real Estate,Real estate agency,FR,Paris,"56 Rue de Verneuil, 75007 Paris, France",https://www.56paris.com/,N/A,"(917) 746-8056
",,🆕 New Lead,
,Agence Real Estate Immo,Real estate agency,FR,Paris,"19 Rue de Turin, 75008 Paris, France",http://www.agencerealestateimmo.com/,N/A,"33 7 81 14 14 49
",,🆕 New Lead,
,Realty'z,Real estate agency,FR,Paris,"54 Rue Saint-Lazare, 75009 Paris, France",http://www.realtyz.fr/,N/A,"33 1 40 35 93 45
",,🆕 New Lead,
,VINGT Paris,Real estate agency,FR,Paris,"253 Rue Saint-Honoré 4th Floor, 75001 Paris, France",https://www.vingtparis.com/,N/A,"33 6 17 40 82 04
",,🆕 New Lead,
,Nice Homes,Real estate agency,FR,Nice,"15 Bd Lech Walesa, 06300 Nice, France",https://nicehomes.fr/en/,N/A,"33 9 83 65 74 04
",,🆕 New Lead,
,Luc MAFFLI - Real Estate Paris,Real estate agent,FR,Paris,"33 Rue des Deux Ponts, 75004 Paris, France",,N/A,"33 6 79 03 10 22
",,🆕 New Lead,
,A1 Paris Apartments,Real estate agency,FR,Paris,"15 Rue Chapon, 75003 Paris, France",https://www.a1realestate.paris/,,"33 1 86 26 02 04
",,🆕 New Lead,
,Maëlys Real Estate,Real estate agency,FR,Paris,"9 Rue de l'Odéon, 75006 Paris, France",http://www.maelysimmobilier.com/,contact@maelysimmobilier.com,"33 1 71 37 35 61
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,FRENCH ESTATE - Agence Immobilière,Real estate agency,FR,Paris,"229 Rue Saint-Honoré, 75001 Paris, France",http://french-estate.fr/,contact@french-estate.fr,"33 6 76 91 26 46
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,French Partners Real Estate,Real estate agency,FR,Nice,"3 Pl. Charles Félix, 06300 Nice, France",https://frenchpartnersrealestate.com/fr/,david.cohen@frenchpartnersrealestate.com,"33 6 27 01 68 47
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,DRN REAL ESTATE FRANCE,Real estate agency,FR,Boulogne-Billancourt,"39 Rte de la Reine, 92100 Boulogne-Billancourt, France",https://dubairealestate.net/,N/A,"33 1 42 53 00 62
",,🆕 New Lead,
,Talvan's International - Real Estate In Paris & France,Real estate agency,FR,Paris,"8 Quai Louis Blériot, 75016 Paris, France",https://www.talvans.com/,sylvain@talvans.com,"33 6 58 49 85 16
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Engel & Völkers Paris,Real estate agency,FR,Paris,"170 Rue du Faubourg Saint-Honoré, 75008 Paris, France",https://www.engelvoelkers.com/fr/fr/shops/paris,N/A,"33 1 45 64 30 30
",,🆕 New Lead,
,Nicolay Real Estate Paris,Real estate agency,FR,Paris,"8 Rue du Bouquet de Longchamp, 75116 Paris, France",http://www.nicolay.paris/,N/A,"33 6 11 97 40 24
",,🆕 New Lead,
,"The Home Team Realty Group, LLC",Real estate agency,US,Fort Washington,"11414 Livingston Rd, Fort Washington, MD 20744",https://thtrealtygroup.com/,info@thtrealtygroup.com,"(240) 767-4503
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Washington Fine Properties - Alan Zuschlag, Realtor",Real estate agency,US,Washington,"322 Main St, Washington, VA 22747",http://www.farms-estates.com/,N/A,"(540) 270-8150
",,🆕 New Lead,
,The ONE Street Company,Real estate agency,US,Washington,"1725 I St NW #125, Washington, DC 20006",https://www.onestreet.one/,contact@onestreet.one,"(202) 847-5573
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Nomadic Real Estate,Real estate consultant,US,Washington,"727 15th St NW 2nd floor, Washington, DC 20005",https://www.nomadicrealestate.com/?utm_source=gmb&utm_medium=organic&utm_campaign=washington-dc,support@nomadicrealestate.com,"(202) 223-9019
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Engel & Völkers Washington DC,Real estate agency,US,Washington,"2216 14th St NW, Washington, DC 20009",https://washingtondc.evrealestate.com/,N/A,"(202) 525-5236
",,🆕 New Lead,
,Canopy Property Group at EXP Realty,Real estate consultant,US,Washington,"800 Maine Ave SW #200, Washington, DC 20024",https://canopy-re.com/?utm_source=gbp&utm_medium=organic,N/A,"(202) 979-9561
",,🆕 New Lead,
,"Jason Skipworth - REALTOR/Real Estate Agent in DC, VA, & MD",Real estate consultant,US,Washington,"45 Sutton Square SW #904, Washington, DC 20024",http://jasonskipworth.com/,jason.skipworth@rlahre.com,"(202) 302-4938
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Daryl Judy, Washington Fine Properties, LLC",Real estate agency,US,Washington,"1604 14th St NW, Washington, DC 20009",https://www.daryljudyrealestate.com/,N/A,"(202) 380-7219
",,🆕 New Lead,
,The Rich Company,Real estate consultant,US,Washington,"1468 Carolina Ave, Washington, NC 27889",https://www.therichcompany.com/,N/A,"(800) 849-2456
",,🆕 New Lead,
,CENTURY 21 The Realty Group,Real estate agency,US,Washington,"162 W Main St, Washington, NC 27889",http://therealtygroup.sites.c21.homes/,N/A,"(252) 946-2121
",,🆕 New Lead,
,SumnerBaird Real Estate,Real estate agent,US,Washington,"124 S Market St, Washington, NC 27889",https://sumnerbaird.com/?utm_source=gbp&utm_medium=organic,N/A,"(252) 833-0684
",,🆕 New Lead,
,2 Rivers Team @ Compass Real Estate,Real estate consultant,US,Washington,"1313 14th St NW, Washington, DC 20005",https://www.2riversteam.com/,N/A,"(202) 341-7530
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Coldwell Banker Sea Coast Advantage - Washington,Real estate agency,US,Washington,"239 W Main St, Washington, NC 27889",http://seacoastrealty.com/,N/A,"(252) 975-8010
",,🆕 New Lead,
,Experience Realty,Real estate agency,US,Washington,"409 W Main St, Washington, NC 27889",http://www.experiencerealty.com/,N/A,"(252) 975-0777
",,🆕 New Lead,
,United Country - Respess Real Estate,Real estate consultant,US,Washington,"248 W Main St, Washington, NC 27889",https://www.easterncarolinaproperty.com/index.html?utm_source=website&utm_medium=GMB,chris@chrisrespess.com,"(252) 623-2060
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Daniel Hill | Keller Williams Inner Banks Realty,Real estate agent,US,Washington,"411 W Main St, Washington, NC 27889",https://daniel-hill.kw.com/,N/A,"(919) 999-7330
",,🆕 New Lead,
,"Michelle Vanderwolf, Realtor - Georgia Homes On My Mind - Keller Williams Realty Atlanta Partners",Real estate agency,US,Buford,"Georgia Homes On My Mind, 4878 Manhattan Dr NE, Buford, GA 30518",http://georgiahomesonmymind.com/,mvanderwolf@kw.com,"(404) 786-2719
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Carolinas Luxury Realty,Real estate agent,US,Charlotte,"5925 Carnegie Blvd #250, Charlotte, NC 28209",http://www.carolinasluxuryrealty.com/,N/A,"(980) 306-4173
",,🆕 New Lead,
,"Luxus Manhattan Realty, llc",Real estate agent,US,New York,"477 Madison Ave 6th floor, New York, NY 10022",http://www.luxusmanhattan.com/,N/A,"(212) 655-9655
",,🆕 New Lead,
,Sofia Falleroni Senior Global Real Estate Advisor - Associate Broker at Sotheby's International Realty,Real estate agent,US,New York,"650 Madison Ave, New York, NY 10022",https://sofiafalleroni.com/,N/A,"(347) 446-9088
",,🆕 New Lead,
,Elan Benjamin Nyc Luxury Real Estate Broker,Real estate agent,US,New York,"140 Franklin St, New York, NY 10013",https://www.elliman.com/agent/elan-benjamin-urisoff/1245288,elan.urisoff@elliman.com,"(347) 780-8893
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,The NYC Luxury Homes (By Appointment Only),Real estate agency,US,New York,"129 1st Ave, New York, NY 10003",https://www.thenycluxuryhomes.com/,impallari@gmail.com,"(917) 750-3207
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Matthew Hughes - Top NYC Real Estate Broker,Real estate agent,US,New York,"445 Park Ave 12th Floor, New York, NY 10022",https://www.bhsusa.com/real-estate-agent/matthew-hughes/,N/A,"(212) 906-9351
",,🆕 New Lead,
,Luxury NYC Living,Real estate agent,US,New York,"1 Rockefeller Plaza #2402, New York, NY 10020",https://luxurynycliving.com/?utm_source=gbp&utm_medium=organic,smithar@christiesrealestategroup.com,"(973) 953-7777
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Brian K. Lewis | NYC Luxury Property Sales,Real estate agent,US,New York,"2150 Broadway 2nd floor, New York, NY 10023",http://brianklewis.com/,N/A,"(646) 228-7241
",,🆕 New Lead,
,Sere Conde Luxury Realtor,Real estate agent,US,New York,"936 Broadway, New York, NY 10010",https://www.sereluxuryrealestate.com/,N/A,"(917) 238-0350
",,🆕 New Lead,
,Bryan Pulgarin | NYC Luxury Real Estate Agent | Compass,Real estate agent,US,New York,"2150 Broadway Floor 1, New York, NY 10023",https://bryanpulgarin.com/,bryan.pulgarin@compass.com,"(917) 935-5292
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,LEVEN Real Estate,Real estate agency,US,New York,"12 E 49th St 22nd floor, New York, NY 10017",http://www.leven.re/,N/A,"(917) 967-0526
",,🆕 New Lead,
,Most NYC Realty 뉴욕부동산,Real estate agency,US,New York,"268 W 44th St 4th fl, New York, NY 10036",http://www.mostnyc.com/,N/A,"(917) 553-1324
",,🆕 New Lead,
,Franklin Johnson Commercial Real Estate,Commercial real estate agency,US,Fayetteville,"2547 Ravenhill Dr, Fayetteville, NC 28303",https://www.franklinjohnsoncommercial.com/,info@franklinjohnsoncommercial.com,"(910) 864-2626
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Roman Voronin - Voronin Realty | Commercial Real Estate,Commercial real estate agency,US,Charlotte,"7733 Ballantyne Commons Pkwy #201J, Charlotte, NC 28277",https://www.voroninrealty.com/,N/A,"(704) 312-0226
",,🆕 New Lead,
